OBJECTID,Linear_Distance_km_,Latitude,Longitude,HS,UCL,LCL,Resistencia,Distancia_area,porcen_cobertura,Dist_rios,Dist_corred,Altitud,NDVI,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_1,HOTSP
740,30.501,5.880707521,-75.77723288,-5.097511,5.348209,-5.097511,342.4455,2642.3293,43,0,2359.0515,559,0.632025003,0.09796007,0.091389149,0.072296433,0.280935347,0.181519389,295.9920959,295.9896851,0.07611075,0.172543377,2,0
741,30.542,5.880958986,-75.77750632,-5.062347,5.39312,-5.062347,332.0887,2680.6646,26,0,2490.1099,559,0.589349985,0.10017053,0.0932004,0.078550316,0.274410248,0.189932644,296.5016785,296.5547791,0.087352201,0.160344124,2,0
742,30.583,5.881178712,-75.77780661,-5.09223,5.366047,-5.09223,324.395,2717.2864,3,0,2490.1099,559,0.577031016,0.101457514,0.094701938,0.078574739,0.282981068,0.195586383,296.5016785,296.5547791,0.08925049,0.171279132,2,0
743,30.624,5.881395997,-75.77811057,-5.039743,5.42405,-5.039743,313.3967,2754.3037,20,0,2490.1099,561,0.649016976,0.098836169,0.09033978,0.072216347,0.287295163,0.184652135,296.5016785,296.4136658,0.078423813,0.170974135,2,0
744,30.666,5.881610841,-75.7784133,-5.072752,5.388491,-5.072752,277.8654,2790.7793,22,0,2556.4792,561,0.667711973,0.097434327,0.089841858,0.066686206,0.316367775,0.195181191,295.9920959,296.1311035,0.077846363,0.167708904,2,0
745,30.707,5.881828126,-75.77871604,-5.088403,6.320572,-5.088403,262.5711,2827.439,31,0,2621.1685,561,0.698912978,0.098398834,0.089898705,0.070328414,0.315698653,0.184656799,295.9920959,295.7061462,0.074598193,0.173666731,2,0
746,30.748,5.882044191,-75.77901877,-5.118317,6.289522,-5.118317,291.2187,2864.2808,45,92.6723,2621.1685,565,0.683656991,0.097802073,0.092916362,0.071963593,0.325111896,0.208557695,296.5016785,296.5544434,0.084048718,0.169346422,2,0
747,30.789,5.882260255,-75.77932151,-5.099776,6.300617,-5.099776,316.7609,2901.1733,45,92.6723,2687.4966,557,0.672266006,0.09525001,0.085986495,0.064161584,0.299428582,0.1715087,296.2468872,296.1311035,0.070455268,0.165785909,2,0
748,30.831,5.882467775,-75.77962912,-5.147639,6.245144,-5.147639,318.3636,2936.9275,52,92.6723,2687.4966,559,0.73803103,0.093525127,0.083037794,0.059901297,0.311304986,0.168942824,295.9920959,296.2725525,0.063994601,0.177423507,2,0
749,30.872,5.882620363,-75.77996848,-5.196183,6.145067,-5.196183,314.1852,2968.6409,76,0,2818.5178,559,0.744265974,0.09277615,0.078049406,0.054429173,0.298599184,0.147767767,295.9920959,296.1311035,0.058198094,0.176424623,2,0
750,30.913,5.88280591,-75.7802883,-5.182728,5.201609,-5.182728,310.1381,3002.8867,60,0,2818.5178,559,0.71905297,0.096041456,0.086569384,0.064584292,0.288779259,0.168682754,296.5016785,296.5547791,0.072980136,0.165634304,2,0
751,30.954,5.883042726,-75.78057639,-5.197495,5.186167,-5.197495,309.2209,3040.8052,44,0,2818.5178,561,0.768716991,0.097060345,0.087468162,0.066436887,0.301045775,0.174484074,296.2468872,296.4136658,0.074511901,0.17068629,2,0
752,30.996,5.883363771,-75.78074484,-5.216952,5.16786,-5.216952,322.3284,3081.0583,51,92.6723,2949.5425,561,0.744679987,0.093428195,0.078170702,0.055027843,0.310617149,0.160654962,295.4803772,295.137085,0.061594192,0.169555649,2,0
753,31.037,5.883715333,-75.78084983,-5.230252,5.158475,-5.230252,327.6312,3121.1729,44,92.6723,2949.5425,561,0.721827984,0.0950941,0.083037794,0.062179901,0.293644071,0.167894989,295.4803772,295.4219666,0.069585614,0.166572243,2,0
754,31.078,5.884053468,-75.78100363,-4.264899,5.18326,-5.209714,328.7167,3162.3611,30,92.6723,2949.5425,555,0.733497977,0.096220627,0.086495228,0.065755218,0.281098545,0.167960629,295.7362366,295.7058105,0.070392169,0.155502528,2,0
755,31.119,5.884293947,-75.78127219,-4.261982,5.188089,-5.20699,329.8589,3199.6699,41,92.6723,3014.3435,559,0.760281026,0.096115664,0.086454637,0.063294202,0.282117814,0.172159538,294.9664307,295.137085,0.07216157,0.160397932,2,0
756,31.16,5.884500245,-75.78158225,-4.238882,5.231364,-5.185907,337.3563,3235.6423,43,92.6723,3080.5698,559,0.710698009,0.095635504,0.084217951,0.061646886,0.296123385,0.169746995,295.479248,295.8472595,0.068570398,0.168533638,2,0
757,31.202,5.884706544,-75.78189231,-4.252975,6.120134,-5.195985,364.5525,3271.4485,71,92.6723,3080.5698,550,0.703924,0.094288036,0.08299721,0.060494348,0.304864138,0.171860084,295.4803772,295.279541,0.068103872,0.177595735,2,0
758,31.243,5.884911622,-75.78220236,-4.323194,5.965671,-5.258546,360.0182,3307.7061,48,0,3080.5698,562,0.698243022,0.095865369,0.082808867,0.064210579,0.292832732,0.164040774,295.4803772,295.2788391,0.067879841,0.161092997,2,0
759,31.284,5.885119142,-75.78251242,-4.332056,5.951202,-5.266898,346.4441,3344.0066,60,0,3211.5999,562,0.735955,0.093668543,0.081934832,0.059787355,0.308137864,0.165688097,295.4803772,295.137085,0.063895233,0.169030085,2,0
760,31.325,5.88532422,-75.78282248,-4.33509,5.946495,-5.26978,317.6905,3380.23,88,0,3211.5999,562,0.705609024,0.094040759,0.085369162,0.064456485,0.274980873,0.158250004,295.2233887,295.2788391,0.069621556,0.171387225,2,0
761,31.367,5.885530519,-75.78313254,-4.360785,5.924085,-5.295773,307.056,3416.9028,44,0,3211.5999,562,0.719057977,0.090376325,0.076048896,0.051298603,0.283266276,0.149161845,294.4503174,294.851532,0.053073768,0.154884309,2,0
762,31.408,5.885736818,-75.7834426,-5.29044,5.926041,-5.29044,307.4822,3453.3823,88,0,3276.4604,562,0.744711995,0.091103882,0.075668596,0.052013423,0.291716695,0.148699552,294.965332,294.9943237,0.056289718,0.153638959,2,0
763,31.449,5.885973634,-75.78371604,-5.193107,6.079918,-5.193107,297.924,3491.0886,85,0,3342.6321,562,0.750519991,0.094753385,0.082020864,0.062386643,0.253539324,0.156215638,295.479248,295.7058105,0.065733105,0.149745435,2,0
764,31.49,5.886306886,-75.78388083,-6.114016,6.174514,-5.168745,298.8977,3532.5254,60,0,3342.6321,554,0.646417975,0.095427975,0.08286497,0.064842053,0.259621859,0.164672107,295.4803772,295.5640564,0.073370799,0.150577024,2,0
765,31.532,5.886640138,-75.78404563,-6.092231,6.213394,-5.145644,307.5646,3573.8093,49,92.6723,3342.6321,554,0.711201012,0.097368762,0.088501498,0.069300927,0.288965702,0.184145838,295.9920959,295.9896851,0.081464246,0.15990217,2,0
766,31.573,5.886972169,-75.7842092,-6.101124,6.230127,-5.152566,323.1511,3614.8494,44,92.6723,3473.6663,554,0.680468023,0.10029228,0.090845726,0.07047417,0.275831848,0.188821629,295.9920959,295.9896851,0.084500588,0.161010757,2,0
767,31.614,5.887305421,-75.78437522,-6.098408,6.261945,-5.147611,355.0107,3656.1016,44,0,3473.6663,552,0.716603994,0.097170986,0.087908305,0.065926477,0.296533823,0.189156935,297.0091248,296.5547791,0.082231767,0.155728534,2,0
768,31.655,5.887611818,-75.78457663,-6.077316,6.309813,-5.12446,365.9274,3696.8438,56,0,3538.5774,552,0.703321993,0.098003291,0.089262553,0.069713548,0.304689229,0.198809221,297.0091248,296.8363342,0.085863985,0.166641325,2,0
769,31.697,5.887882814,-75.78483176,-6.029848,6.377246,-5.075456,330.4285,3737.0457,43,92.6723,3538.5774,560,0.654465973,0.096339226,0.088777661,0.067639261,0.311257243,0.202650815,297.0091248,296.8363342,0.084434703,0.17358844,2,0
770,31.738,5.88815381,-75.78508689,-6.030251,6.393404,-5.074585,298.3198,3777.0828,14,92.6723,3604.7021,558,0.698035002,0.093499899,0.083234906,0.060021818,0.318939388,0.187510043,296.7554016,296.8363342,0.073799536,0.171198487,2,0
771,31.779,5.888424806,-75.78534201,-6.958387,5.484396,-5.044113,284.6388,3817.1836,6,92.6723,3669.6357,558,0.665620983,0.098943718,0.087700471,0.069675595,0.294479787,0.178337231,296.7554016,296.6955566,0.07909584,0.161820084,2,0
772,31.82,5.888693361,-75.78559714,-6.920562,5.543737,-5.002978,292.0801,3857.2607,31,92.6723,3669.6357,569,0.637042999,0.101684488,0.093480982,0.077520885,0.285793126,0.195077896,297.5144653,297.117218,0.092906892,0.167470127,2,0
773,31.862,5.888869142,-75.78592551,-6.957539,5.507732,-5.039805,292.0922,3892.2239,37,131.0584,3735.7397,560,0.563634992,0.101871833,0.096285656,0.081241012,0.275839478,0.199506015,298.5189514,298.6507263,0.094393037,0.164186358,2,0
774,31.903,5.889046144,-75.78625388,-7.894529,5.531541,-5.017514,279.9986,3927.5503,5,92.6723,3735.7397,566,0.555167019,0.104456596,0.097710684,0.089547016,0.252384752,0.20251976,299.5153198,299.6169128,0.104481809,0.163898602,2,0
775,31.944,5.889221925,-75.78658225,-7.872137,5.55827,-4.994192,271.8344,3962.8484,0,131.0584,3866.7786,566,0.487809002,0.108746156,0.108377717,0.102721684,0.253779948,0.2202456,299.5153198,299.6169128,0.119250797,0.166621953,2,0
776,31.985,5.889389161,-75.78691428,-7.877606,5.542507,-5.001868,269.3625,3997.4836,0,131.0584,3866.7786,566,0.558099985,0.105647795,0.098384321,0.08657717,0.268048823,0.194087297,299.5153198,299.4792786,0.09826339,0.164953053,2,0
777,32.027,5.889464845,-75.78727805,-6.946377,5.481768,-5.034355,277.5715,4025.7065,0,131.0584,3866.7786,568,0.537881017,0.10623087,0.099124923,0.086961314,0.259695739,0.185731307,299.2667236,299.0657654,0.099333957,0.163132906,2,0
778,32.068,5.889411134,-75.78764792,-6.966786,5.412686,-5.062252,292.5462,4041.9326,17,185.3446,3931.7524,568,0.636225998,0.100163847,0.090882123,0.074489057,0.25455761,0.183677882,297.7640381,297.5334778,0.085693777,0.16059576,2,0
779,32.109,5.889361085,-75.78801779,-6.992095,5.348013,-5.093617,298.1356,4059.1147,30,185.3446,3931.7524,572,0.605409026,0.100731418,0.089556366,0.074718572,0.250168502,0.182615027,298.0177307,298.2344666,0.087605186,0.156521201,2,0
780,32.15,5.88936963,-75.78837912,-7.019896,6.239486,-5.125698,297.5202,4081.4612,28,131.0584,3997.8188,572,0.640433013,0.098608226,0.089613989,0.071698114,0.259429276,0.177890152,297.5134277,297.5366516,0.08587531,0.161434948,2,0
781,32.192,5.889506349,-75.7887258,-7.061683,6.190805,-5.16847,288.1876,4115.2124,49,131.0584,3997.8188,572,0.604267001,0.100549355,0.092339136,0.074838929,0.257695258,0.191178575,297.0091248,297.117218,0.092866503,0.163317904,2,0
782,32.233,5.88962964,-75.78907736,-7.024969,6.215414,-5.133486,286.0005,4148.1846,6,92.6723,4064.9243,558,0.493851006,0.102018766,0.096941657,0.084785208,0.253935426,0.193356857,297.0091248,297.117218,0.099237606,0.160846367,2,0
783,32.274,5.889746828,-75.78943137,-7.048603,6.179338,-5.158897,289.976,4180.71,5,0,4064.9243,558,0.715593994,0.102800958,0.097140633,0.085105665,0.263719082,0.193055272,296.5016785,296.5547791,0.094823636,0.161616609,2,0
784,32.315,5.889864015,-75.78978537,-7.019915,6.196708,-5.131826,293.9873,4213.6401,45,0,4064.9243,564,0.732388973,0.097769141,0.085147709,0.066719964,0.282601833,0.158085525,295.9920959,295.9896851,0.067672804,0.162327468,2,0
785,32.357,5.889981203,-75.79013816,-7.026046,5.240755,-5.138846,305.1478,4246.3804,76,0,4133.0181,564,0.75267297,0.092095815,0.077407241,0.056046166,0.311115503,0.16138351,295.9920959,295.9893494,0.060690537,0.170905322,2,0
786,32.398,5.890109376,-75.7904885,-7.020356,5.226642,-5.136202,316.4742,4280.3096,76,0,4195.9165,580,0.640329003,0.093738526,0.079779409,0.056023385,0.312056631,0.167934909,295.9920959,295.7061462,0.063802026,0.170085743,2,0
787,32.439,5.890248536,-75.79083396,-7.059238,5.170252,-5.177778,316.6236,4314.9961,0,92.6723,4263.9326,580,0.731938004,0.095967241,0.084579222,0.068189271,0.29975459,0.165525243,296.5016785,296.2725525,0.071534418,0.179024205,2,0
788,32.48,5.890387697,-75.79117942,-6.143931,5.129337,-5.204492,314.5454,4348.0933,49,92.6723,4263.9326,580,0.663094997,0.095116258,0.083329432,0.061610773,0.305468857,0.173614576,295.9920959,295.9896851,0.072841436,0.160345152,2,0
789,32.522,5.89053174,-75.79152243,-6.160635,6.036785,-5.222372,324.2019,4380.4673,88,185.3446,4263.9326,579,0.669956982,0.097185872,0.087633193,0.068973325,0.298881114,0.197189182,296.5016785,296.5547791,0.082231767,0.161091819,2,0
790,32.563,5.890714845,-75.79184592,-6.185674,6.001922,-5.248166,338.4511,4417.8569,76,92.6723,4332.8633,579,0.614175975,0.097784698,0.089044631,0.064182535,0.313364565,0.181964159,296.5016785,296.4136658,0.074123994,0.168544978,2,0
791,32.604,5.891028566,-75.79204611,-6.184282,6.015364,-5.245848,342.692,4452.9937,0,92.6723,4394.856,579,0.575447977,0.09302637,0.081419438,0.060338855,0.308858156,0.169124871,296.2468872,296.2725525,0.06657321,0.169844776,2,0
792,32.645,5.891178712,-75.79234641,-6.212788,5.976504,-5.275151,340.4112,4468.6309,58,131.0584,4394.856,593,0.646354973,0.092344135,0.084105328,0.060095694,0.313033521,0.173932612,295.9920959,295.9896851,0.065037981,0.165203333,2,0
793,32.687,5.891110353,-75.79271262,-7.181826,5.910044,-5.311558,352.0621,4462.7285,97,131.0584,4463.689,593,0.701099992,0.091147967,0.078060888,0.054268617,0.309215218,0.159662068,294.9664307,295.4219666,0.059800446,0.166987479,2,0
794,32.728,5.891155519,-75.79307639,-7.208881,5.860834,-5.341779,344.9482,4467.3281,100,131.0584,4463.689,597,0.758499026,0.092077099,0.078520857,0.052807037,0.305480599,0.156483814,294.9664307,295.137085,0.059800446,0.170085743,2,0
795,32.769,5.891303224,-75.79341818,-7.200497,5.857399,-5.335083,339.7449,4483.3535,99,185.3446,4533.3711,574,0.739463985,0.090376325,0.076363467,0.053169504,0.292215258,0.154038474,294.9664307,295.137085,0.058359109,0.163147166,2,0
796,32.81,5.891466798,-75.79375144,-7.202886,5.852578,-5.33782,333.2785,4501.394,95,92.6723,4533.3711,592,0.694114029,0.094968781,0.085145175,0.062628061,0.293946147,0.182990655,295.4803772,295.4219666,0.075770937,0.164320201,2,0
797,32.852,5.891620607,-75.79409201,-6.294747,5.810536,-4.432396,329.7972,4518.4927,86,92.6723,4603.8643,592,0.706158996,0.093331203,0.080027722,0.057524726,0.295587242,0.160441577,294.9664307,295.4219666,0.062343221,0.163147166,2,0
798,32.893,5.891690187,-75.79445456,-6.304214,5.762155,-4.447849,331.236,4526.3179,85,92.6723,4664.0962,592,0.707539976,0.091527551,0.079311252,0.055078644,0.280652434,0.153326467,295.7362366,295.7058105,0.058697958,0.160676926,2,0
799,32.934,5.891670656,-75.79482688,-6.314183,5.707548,-4.464686,336.9655,4524.5713,100,131.0584,4664.0962,594,0.735404015,0.091985911,0.077316776,0.054261453,0.286820173,0.153417945,295.4803772,295.5640564,0.061455578,0.161171168,2,0
800,32.975,5.891602296,-75.79519065,-6.315026,5.690727,-4.467987,337.4482,4517.3882,100,131.0584,4675.1313,594,0.711825013,0.089800492,0.075470254,0.051082544,0.278053671,0.135593593,295.2233887,295.279541,0.053824883,0.15215078,2,0
801,33.016,5.891493654,-75.79554709,-6.320417,5.681544,-4.473962,329.1398,4506.4976,92,131.0584,4675.1313,588,0.670552015,0.094228595,0.084306985,0.063353881,0.281438649,0.162775591,295.4803772,295.279541,0.06315513,0.154202312,2,0
802,33.058,5.891298341,-75.79585715,-6.310992,5.694114,-4.464053,323.0678,4485.8647,86,92.6723,4747.1377,588,0.69947201,0.092077099,0.079620123,0.057261985,0.254418701,0.142877579,294.9664307,295.137085,0.055282511,0.146681428,2,0
803,33.099,5.891112794,-75.79617331,-7.250948,5.687271,-4.478472,319.9872,4466.6543,89,92.6723,4747.1377,607,0.679929018,0.091541022,0.077418379,0.055737048,0.275563717,0.141731814,294.9664307,294.851532,0.05687622,0.153516501,2,0
804,33.14,5.891117677,-75.79654563,-7.253013,5.692191,-4.479041,312.4662,4469.3452,100,0,4819.8506,603,0.611779988,0.089597762,0.07531514,0.052437536,0.289288789,0.142768994,294.9664307,294.5652771,0.057460584,0.150199056,2,0
805,33.181,5.89112256,-75.79691916,-7.291182,5.639721,-4.520274,306.1263,4472.1489,89,0,4819.8506,603,0.661508977,0.090641364,0.075957119,0.054684766,0.28593123,0.148032904,294.9664307,294.851532,0.05687622,0.158793584,2,0
806,33.223,5.89124463,-75.7972634,-7.367032,5.419783,-4.627,309.4685,4488.4619,91,0,4819.8506,608,0.565901995,0.095927104,0.082154252,0.059100159,0.281814575,0.153065965,295.2233887,295.4219666,0.068926722,0.172184616,2,0
807,33.264,5.891483888,-75.79754782,-7.347701,5.418223,-4.612146,320.8131,4517.2656,64,92.6723,4893.2378,588,0.533797979,0.095927104,0.082154252,0.059100159,0.281814575,0.153065965,295.2233887,295.4219666,0.068926722,0.160594732,2,0
808,33.305,5.891724367,-75.79783225,-7.328885,5.432855,-4.594227,334.5138,4546.4634,76,92.6723,4949.9502,588,0.615541995,0.093703538,0.079084381,0.057136901,0.286032677,0.14502266,295.4803772,295.4219666,0.055222429,0.174272686,2,0
809,33.346,5.891963624,-75.79811789,-7.283967,5.510956,-4.542198,332.6542,4575.8638,58,92.6723,4949.9502,601,0.673281014,0.094723456,0.08517918,0.063657053,0.310863256,0.164924085,295.9920959,295.9896851,0.066952348,0.16794768,2,0
810,33.388,5.892194337,-75.79840842,-8.200512,5.552583,-4.53302,338.4613,4604.3369,47,185.3446,5023.146,586,0.472710997,0.097654209,0.087069906,0.066244505,0.28593123,0.16583775,295.9920959,295.9896851,0.067936637,0.17247422,2,0
811,33.429,5.892373781,-75.79873435,-8.220929,5.588022,-5.459139,344.8528,4627.8984,44,185.3446,5023.146,586,0.559764028,0.101062164,0.095136285,0.07539393,0.287658513,0.196026549,297.7661133,297.8165894,0.086480454,0.180815279,2,0
812,33.47,5.892515382,-75.79907981,-7.241152,5.69938,-5.392504,338.5814,4647.771,16,262.1168,5153.1128,592,0.629799008,0.099366933,0.09495727,0.075608097,0.288628072,0.191045895,298.0177307,297.9560852,0.085701816,0.178441346,2,0
813,33.511,5.89265088,-75.79942404,-7.230851,5.734302,-5.378686,324.9718,4667.0435,4,262.1168,5153.1128,592,0.578666985,0.101684488,0.097410299,0.077361636,0.305468857,0.200294197,298.0177307,298.2344666,0.087547272,0.18680355,2,0
814,33.553,5.892656984,-75.79979758,-7.197602,5.811232,-5.339197,289.2548,4673.0771,6,185.3446,5153.1128,592,0.670662999,0.10397467,0.098971546,0.082055487,0.275722325,0.203519583,298.5189514,298.2344666,0.095261492,0.18446447,2,0
815,33.594,5.892661867,-75.80016989,-7.207561,5.849615,-5.34225,253.4998,4678.9575,48,185.3446,5226.7505,592,0.712504029,0.094682962,0.084722504,0.064827174,0.283681631,0.152987689,296.7554016,296.6955566,0.064831004,0.151795462,2,0
816,33.635,5.892666749,-75.80054221,-7.141656,5.9623,-5.269662,254.0699,4685.5703,83,185.3446,5226.7505,594,0.592976987,0.095042519,0.084831946,0.066211037,0.262542546,0.156710148,296.5016785,296.4136658,0.069306768,0.161303684,2,0
817,33.676,5.892672853,-75.80091574,-7.159148,5.976903,-5.282569,258.5683,4692.4072,70,92.6723,5300.9849,594,0.588855982,0.099348955,0.090861484,0.069562986,0.274779856,0.177066222,296.5016785,296.5547791,0.081696957,0.180785477,2,0
818,33.718,5.892677736,-75.80128928,-7.130299,6.025234,-5.250937,275.1554,4699.6523,31,92.6723,5300.9849,595,0.71022898,0.095116258,0.083972573,0.064472072,0.299408942,0.170901537,296.5016785,296.5547791,0.073004916,0.173263952,2,0
819,33.759,5.892750978,-75.80164817,-7.096998,6.062999,-5.216999,297.3939,4714.3672,69,0,5375.792,595,0.727824986,0.093331255,0.081683084,0.065571427,0.298876345,0.169023424,295.9920959,295.9896851,0.072717205,0.16381377,2,0
820,33.8,5.89298047,-75.80194235,-7.113958,6.011426,-5.238903,310.091,4745.1099,45,0,5375.792,589,0.724893987,0.095865369,0.084731519,0.061977826,0.296696246,0.153005347,295.9920959,295.8479004,0.063876957,0.168949604,2,0
821,33.841,5.893207521,-75.80223654,-7.119884,5.975016,-5.249184,300.209,4775.9873,80,0,5375.792,589,0.752348006,0.090188406,0.076565504,0.05421681,0.28357327,0.132344708,295.4803772,295.279541,0.051515713,0.167673886,2,0
822,33.883,5.893419923,-75.80254172,-7.159015,5.928764,-5.289333,293.3013,4805.4277,99,0,5505.2334,589,0.719929993,0.09347222,0.080842711,0.054835379,0.297150761,0.153561905,295.4803772,295.7061462,0.061953593,0.179550692,2,0
823,33.924,5.893610353,-75.80286154,-7.135068,5.963667,-5.26382,274.679,4833.0513,69,0,5505.2334,589,0.673213005,0.094985582,0.083794422,0.060770441,0.279151201,0.159546271,296.5016785,296.5547791,0.067584023,0.16781199,2,0
824,33.965,5.893789796,-75.80318625,-7.140649,5.964894,-5.268428,254.5841,4859.8599,44,92.6723,5505.2334,576,0.653048992,0.094985582,0.089170575,0.062194321,0.289147824,0.178753585,296.5016785,296.8363342,0.072052568,0.174701557,2,0
825,34.006,5.893842286,-75.8035549,-7.138554,5.997587,-5.261963,246.4276,4873.8306,65,92.6723,5580.3809,576,0.633517027,0.096493997,0.088547163,0.064413495,0.28513962,0.174608231,296.5016785,296.8363342,0.070020445,0.182962075,2,0
826,34.048,5.893845949,-75.80392722,-7.136485,6.040881,-5.254004,257.1767,4883.2734,27,92.6723,5580.3809,583,0.586853027,0.099354856,0.092562489,0.071390964,0.296184033,0.198303998,296.5016785,296.8363342,0.084967434,0.185025945,2,0
827,34.089,5.893850831,-75.80429953,-7.11448,6.10595,-5.225847,267.9638,4892.8477,44,185.3446,5656.0479,583,0.611975014,0.097229645,0.089717828,0.06610854,0.295127839,0.17944701,297.0091248,297.117218,0.077782407,0.183100134,2,0
828,34.13,5.893871583,-75.80467063,-8.053635,6.155318,-5.211844,280.8403,4904.7148,27,185.3446,5656.0479,592,0.584765971,0.099688098,0.092894197,0.07108894,0.287666231,0.183682382,297.2617798,297.2573547,0.081727654,0.189030707,2,0
829,34.171,5.893993654,-75.80501731,-8.006948,6.220038,-5.161551,293.325,4926.9956,25,278.0169,5732.2144,592,0.587105989,0.101037577,0.092946671,0.071827866,0.288108051,0.187163591,297.0091248,297.1169128,0.083743975,0.177978426,2,0
830,34.213,5.894236574,-75.80529807,-8.01698,6.190806,-5.175423,296.1643,4960.7197,68,278.0169,5785.1567,592,0.728836,0.094985582,0.082147159,0.059286676,0.315350503,0.167828217,296.5016785,296.5547791,0.064925678,0.161010757,2,0
831,34.254,5.894480714,-75.80557883,-8.019867,5.223603,-5.18198,280.6387,4994.8667,76,278.0169,5785.1567,594,0.703423023,0.093036257,0.08027976,0.058001995,0.287638783,0.16443935,296.2468872,296.5547791,0.065202251,0.170107082,2,0
832,34.295,5.894723634,-75.80585959,-8.026793,5.200032,-5.192474,270.4021,5028.812,44,207.2216,5861.1108,586,0.668151021,0.09342666,0.083697468,0.062506586,0.296184033,0.172914684,296.5016785,296.5547791,0.071963996,0.178161696,2,0
833,34.336,5.894967775,-75.80614035,-8.028308,5.182354,-5.197452,267.188,5063.0171,64,185.3446,5861.1108,586,0.633876979,0.091625288,0.080521107,0.057172637,0.312753081,0.171642914,296.5016785,296.5547791,0.067698345,0.168841213,2,0
834,34.378,5.895211915,-75.80642234,-8.000759,5.195592,-5.17297,259.2593,5097.5059,52,185.3446,5914.3516,591,0.71104598,0.093079671,0.086422078,0.064230055,0.294363022,0.197774351,296.2468872,296.1304626,0.081960961,0.182597771,2,0
835,34.419,5.895456056,-75.8067031,-8.020439,5.189696,-5.189696,250.522,5131.9009,49,92.6723,5990.1011,577,0.689339995,0.094236627,0.087913238,0.063960671,0.319943488,0.208874241,296.5016785,296.8363342,0.085062861,0.18839708,2,0
836,34.46,5.895700197,-75.80698386,-7.061768,5.208078,-5.1741,250,5166.4365,74,92.6723,5990.1011,577,0.640747011,0.09711466,0.089537732,0.063349508,0.309977651,0.207272649,297.0091248,297.117218,0.084138229,0.185307652,2,0
837,34.501,5.895944337,-75.80726584,-7.038452,6.177525,-5.150455,250,5201.2192,51,92.6723,6043.6265,588,0.646898985,0.095958978,0.085506193,0.062776841,0.293191016,0.18395257,297.5144653,297.3971558,0.07826826,0.174110115,2,0
838,34.543,5.896187257,-75.8075466,-7.063983,6.14325,-5.177235,248.741,5235.7773,81,0,6119.1792,588,0.671797991,0.097951069,0.088156313,0.0673825,0.291247666,0.189426124,297.0091248,296.8363342,0.080909729,0.166750163,2,0
839,34.584,5.896431398,-75.80782736,-7.069857,5.181295,-5.185065,250,5270.626,88,0,6119.1792,579,0.636919022,0.090718061,0.076102316,0.05378551,0.292555958,0.146763533,296.5016785,296.2722168,0.055212837,0.162516683,2,0
840,34.625,5.896701173,-75.80808005,-7.081322,6.09148,-5.199493,250,5307.4819,86,0,6172.9766,588,0.704106987,0.090376325,0.076295316,0.051374722,0.295808315,0.150676787,296.5016785,296.2725525,0.059639391,0.173263952,2,0
841,34.666,5.897022218,-75.80825949,-7.080477,5.117535,-5.203859,258.406,5347.3955,89,92.6723,6248.3398,588,0.71597302,0.090775825,0.076526113,0.052383635,0.312013447,0.159461468,296.7554016,296.6955566,0.061217416,0.168651372,2,0
842,34.708,5.897368898,-75.80839133,-8.052664,5.976367,-5.246858,283.9671,5388.4761,57,131.0584,6248.3398,582,0.508112013,0.095039845,0.086665273,0.063508607,0.304150343,0.187945887,297.0091248,296.9767761,0.078230321,0.175275803,2,0
843,34.749,5.897715578,-75.80852439,-8.073451,5.917049,-5.275351,317.5747,5429.5469,53,131.0584,6302.3975,582,0.638755977,0.093716688,0.081853509,0.060857967,0.313349664,0.18013379,296.5006104,296.5534668,0.072834149,0.181062654,2,0
844,34.79,5.898061036,-75.80865744,-8.083409,5.882398,-5.290247,304.5488,5470.7017,71,131.0584,6302.3975,577,0.651102006,0.093481541,0.084714897,0.059582606,0.327376902,0.185061246,296.2468872,296.2722168,0.07580591,0.185807198,2,0
845,34.831,5.898368654,-75.8088674,-8.073994,5.894854,-5.280225,289.9017,5510.2998,72,207.2216,6357.3467,593,0.690262973,0.089845307,0.077082232,0.053249411,0.303185523,0.153809786,295.7362366,295.9893494,0.057809234,0.171387225,2,0
846,34.873,5.898628663,-75.80913352,-8.105924,5.908467,-5.303045,275.8091,5546.6167,100,262.1168,6431.8848,593,0.714264989,0.091802768,0.077418379,0.055737048,0.286494792,0.150130525,295.9920959,296.2725525,0.060446486,0.156521201,2,0
847,34.914,5.898888673,-75.80939841,-8.093399,5.835122,-5.307695,270.3309,5582.8916,76,262.1168,6431.8848,585,0.709719002,0.090568595,0.075945921,0.053747416,0.286494792,0.146184146,295.9920959,296.2725525,0.057006028,0.163009465,2,0
848,34.955,5.899147462,-75.80966452,-8.168006,5.573592,-5.419686,276.5371,5619.3735,89,278.0169,6431.8848,597,0.674245,0.092077099,0.075577393,0.053305261,0.289288789,0.150130525,295.9920959,295.9896851,0.059639391,0.160846367,2,0
849,34.996,5.899474611,-75.80980734,-8.167746,5.582668,-5.417663,283.3565,5658.8604,100,334.1347,6487.0605,597,0.731592,0.093738526,0.081683084,0.062114127,0.27961731,0.183343291,295.9920959,295.9896851,0.075944461,0.159478724,2,0
850,35.037,5.899835939,-75.80974631,-8.171981,5.573221,-5.42294,284.392,5695.1069,76,207.2216,6487.0605,598,0.746951997,0.091445103,0.077337727,0.053549513,0.311531246,0.165286213,296.5016785,296.4136658,0.062578589,0.179437548,2,0
